HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N13.HOG0042890	OG0018400	n14										I3_g5890.t1_1						
N13.HOG0042891	OG0018401	n0										I3_g48286.t1_1	JL_Mother_g40118.t1_1					
N13.HOG0042892	OG0018402	n0										I3_g39866.t1_1	JL_Mother_g38387.t1_1					
N13.HOG0042893	OG0018403	n4										I3_g26938.t1_1	JL_Mother_g26847.t1_1					
N13.HOG0042894	OG0018403	n6										I3_g26174.t1_1	JL_Mother_g32115.t1_1					
N13.HOG0042895	OG0018404	n4										I3_g18526.t1_1	JL_Mother_g5175.t1_1					
N13.HOG0042896	OG0018404	n12										I3_g38915.t1_1	JL_Mother_g639.t1_1					
N13.HOG0042897	OG0018405	n0										I3_g49865.t1_1, I3_g49175.t1_1	JL_Mother_g30227.t1_1					
N13.HOG0042898	OG0018406	n0										I3_g31111.t1_1	JL_Mother_g34238.t1_1					
N13.HOG0042899	OG0018407	n0										I3_g8856.t1_1	JL_Mother_g11689.t1_1					
N13.HOG0042900	OG0018408	n0										I3_g45870.t1_1	JL_Mother_g38464.t1_1					
N13.HOG0042901	OG0018409	n5										I3_g27504.t1_1						
N13.HOG0042902	OG0018409	n7										I3_g6001.t1_1	JL_Mother_g790.t1_1					
N13.HOG0042903	OG0018410	n9											JL_Mother_g14614.t1_1					
N13.HOG0042904	OG0018410	n12										I3_g38894.t1_1						
N13.HOG0042905	OG0018411	n0										I3_g26053.t1_1, I3_g27023.t1_1	JL_Mother_g24271.t1_1					
N13.HOG0042906	OG0018412	n0										I3_g45864.t1_1	JL_Mother_g38469.t1_1					
N13.HOG0042907	OG0018413	n0										I3_g39836.t1_1, I3_g28842.t1_1	JL_Mother_g38357.t1_1					
N13.HOG0042908	OG0018414	n0										I3_g48274.t1_1	JL_Mother_g40131.t1_1, JL_Mother_g38494.t1_1					
N13.HOG0042909	OG0018415	n0										I3_g46169.t1_1, I3_g40296.t1_1	JL_Mother_g35565.t1_1					
N13.HOG0042910	OG0018416	n0										I3_g8967.t1_1	JL_Mother_g29333.t1_1					
N13.HOG0042911	OG0018417	n0										I3_g45847.t1_1	JL_Mother_g38485.t1_1					
N13.HOG0042912	OG0018418	n0										I3_g9150.t1_1	JL_Mother_g37272.t1_1					
N13.HOG0042913	OG0018419	n0										I3_g45878.t1_1	JL_Mother_g38458.t1_1					
N13.HOG0042914	OG0018420	n0										I3_g23795.t1_1	JL_Mother_g14180.t1_1					
N13.HOG0042915	OG0018421	n0										I3_g8941.t1_1	JL_Mother_g29292.t1_1					
N13.HOG0042916	OG0018422	n6										I3_g9155.t1_1						
N13.HOG0042917	OG0018422	n11											JL_Mother_g37279.t1_1					
N13.HOG0042918	OG0018423	n0										I3_g39869.t1_1	JL_Mother_g38390.t1_1					
N13.HOG0042919	OG0018424	n4										I3_g28081.t1_1	JL_Mother_g14810.t1_1					
N13.HOG0042920	OG0018424	n15										I3_g23551.t1_1						
N13.HOG0042921	OG0018425	n8										I3_g47618.t1_1, I3_g29950.t1_1	JL_Mother_g38032.t1_1					
N13.HOG0042922	OG0018426	n1											JL_Mother_g16062.t1_1					
N13.HOG0042923	OG0018426	n11											JL_Mother_g13447.t1_1					
N13.HOG0042924	OG0018427	n0										I3_g30566.t1_1, I3_g38859.t1_1	JL_Mother_g14651.t1_1					
N13.HOG0042925	OG0018428	n0										I3_g32899.t1_1	JL_Mother_g5100.t1_1					
N13.HOG0042926	OG0018429	n0										I3_g48285.t1_1	JL_Mother_g40119.t1_1, JL_Mother_g38505.t1_1					
N13.HOG0042927	OG0018430	n6										I3_g31017.t1_1	JL_Mother_g30261.t1_1					
N13.HOG0042928	OG0018431	n8										I3_g28938.t1_1						
N13.HOG0042929	OG0018431	n10										I3_g31177.t1_1						
N13.HOG0042930	OG0018431	n13										I3_g28938.t2_1						
N13.HOG0042931	OG0018432	n7										I3_g28925.t1_1	JL_Mother_g36985.t1_1					
N13.HOG0042932	OG0018432	n12										I3_g31187.t1_1						
N13.HOG0042933	OG0018433	n7										I3_g30484.t1_1						
N13.HOG0042934	OG0018433	n14											JL_Mother_g14729.t1_1					
N13.HOG0042935	OG0018434	n0										I3_g36422.t1_1	JL_Mother_g20121.t1_1					
N13.HOG0042936	OG0018435	n11										I3_g10075.t1_1	JL_Mother_g37110.t1_1					
N13.HOG0042937	OG0018436	n0										I3_g30236.t1_1	JL_Mother_g7016.t1_1					
N13.HOG0042938	OG0018437	n0										I3_g36410.t1_1	JL_Mother_g20108.t1_1					
N13.HOG0042939	OG0018438	n0										I3_g8561.t1_1	JL_Mother_g21018.t1_1, JL_Mother_g40692.t1_1					
N13.HOG0042940	OG0018439	n0										I3_g8581.t1_1	JL_Mother_g21006.t1_1					
N13.HOG0042941	OG0018440	n0										I3_g27864.t1_1	JL_Mother_g6747.t1_1, JL_Mother_g8600.t1_1					
N13.HOG0042942	OG0018441	n0										I3_g14611.t1_1	JL_Mother_g22233.t1_1					
N13.HOG0042943	OG0018442	n0										I3_g34882.t1_1	JL_Mother_g33208.t1_1					
N13.HOG0042944	OG0018443	n0										I3_g10051.t1_1	JL_Mother_g37129.t1_1					
N13.HOG0042945	OG0018444	n5										I3_g30152.t1_1	JL_Mother_g6915.t1_1					
N13.HOG0042946	OG0018445	n8										I3_g34904.t1_1						
N13.HOG0042947	OG0018445	n15											JL_Mother_g33229.t1_1					
N13.HOG0042948	OG0018446	n0										I3_g23800.t1_1	JL_Mother_g14175.t1_1					
N13.HOG0042949	OG0018447	n0										I3_g10029.t1_1	JL_Mother_g37152.t1_1					
N13.HOG0042950	OG0018448	n7										I3_g30196.t1_1	JL_Mother_g6974.t1_1					
N13.HOG0042951	OG0018449	n0										I3_g315.t1_1	JL_Mother_g1374.t1_1					
N13.HOG0042952	OG0018450	n0										I3_g30280.t1_1	JL_Mother_g7079.t1_1					
N13.HOG0042953	OG0018451	n0										I3_g36361.t1_1	JL_Mother_g32337.t1_1					
N13.HOG0042954	OG0018452	n10										I3_g23764.t1_1						
N13.HOG0042955	OG0018452	n15											JL_Mother_g14206.t1_1					
N13.HOG0042956	OG0018453	n0										I3_g9330.t1_1	JL_Mother_g8857.t1_1, JL_Mother_g5588.t1_1					
N13.HOG0042957	OG0018454	n5										I3_g10142.t1_1	JL_Mother_g7139.t1_1					
N13.HOG0042958	OG0018455	n0										I3_g9545.t1_1	JL_Mother_g24422.t1_1					
N13.HOG0042959	OG0018456	n7										I3_g30099.t1_1	JL_Mother_g6857.t1_1					
N13.HOG0042960	OG0018456	n10											JL_Mother_g8494.t1_1					
N13.HOG0042961	OG0018457	n0										I3_g10066.t1_1	JL_Mother_g37116.t1_1					
N13.HOG0042962	OG0018458	n0										I3_g715.t1_1	JL_Mother_g33716.t1_1					
N13.HOG0042963	OG0018459	n9										I3_g10155.t1_1	JL_Mother_g7129.t1_1					
N13.HOG0042964	OG0018460	n0										I3_g14567.t1_1						
N13.HOG0042965	OG0018461	n0										I3_g25672.t1_1	JL_Mother_g30409.t1_1					
N13.HOG0042966	OG0018462	n0										I3_g14584.t1_1	JL_Mother_g35788.t1_1					
N13.HOG0042967	OG0018463	n0										I3_g34900.t1_1	JL_Mother_g33227.t1_1					
N13.HOG0042968	OG0018464	n0										I3_g14935.t1_1	JL_Mother_g38790.t1_1, JL_Mother_g5715.t1_1					
N13.HOG0042969	OG0018465	n0										I3_g27951.t1_1	JL_Mother_g8683.t1_1					
N13.HOG0042970	OG0018466	n0										I3_g14640.t1_1	JL_Mother_g22211.t1_1					
N13.HOG0042971	OG0018467	n2										I3_g30102.t1_1	JL_Mother_g8487.t1_1					
N13.HOG0042972	OG0018467	n10											JL_Mother_g6861.t1_1					
N13.HOG0042973	OG0018468	n0										I3_g27807.t1_1	JL_Mother_g6810.t1_1, JL_Mother_g8537.t1_1					
N13.HOG0042974	OG0018469	n0										I3_g23883.t1_1	JL_Mother_g15171.t1_1, JL_Mother_g14111.t1_1					
N13.HOG0042975	OG0018470	n7										I3_g10162.t1_1	JL_Mother_g7124.t1_1					
N13.HOG0042976	OG0018471	n0										I3_g18410.t1_1	JL_Mother_g31395.t1_1					
N13.HOG0042977	OG0018472	n0										I3_g27946.t1_1	JL_Mother_g8674.t1_1					
N13.HOG0042978	OG0018473	n0										I3_g781.t1_1	JL_Mother_g8341.t1_1					
N13.HOG0042979	OG0018474	n0										I3_g779.t1_1	JL_Mother_g8339.t1_1					
N13.HOG0042980	OG0018475	n9										I3_g728.t1_1						
N13.HOG0042981	OG0018476	n11											JL_Mother_g36805.t1_1					
N13.HOG0042982	OG0018476	n12											JL_Mother_g24484.t1_1					
N13.HOG0042983	OG0018477	n0										I3_g43661.t1_1, I3_g34931.t1_1	JL_Mother_g33262.t1_1					
N13.HOG0042984	OG0018478	n0										I3_g34938.t1_1	JL_Mother_g33268.t1_1					
N13.HOG0042985	OG0018479	n0										I3_g262.t1_1	JL_Mother_g2325.t1_1, JL_Mother_g1423.t1_1					
N13.HOG0042986	OG0018480	n0										I3_g803.t1_1	JL_Mother_g8361.t1_1					
N13.HOG0042987	OG0018481	n0										I3_g8589.t1_1	JL_Mother_g20997.t1_1					
N13.HOG0042988	OG0018482	n0										I3_g27904.t1_1	JL_Mother_g8630.t1_1					
N13.HOG0042989	OG0018483	n5										I3_g10125.t1_1	JL_Mother_g7154.t1_1					
N13.HOG0042990	OG0018484	n0										I3_g30256.t1_1	JL_Mother_g7040.t1_1					
N13.HOG0042991	OG0018485	n0										I3_g8488.t1_1	JL_Mother_g18414.t1_1, JL_Mother_g4543.t1_1					
N13.HOG0042992	OG0018486	n0										I3_g14532.t1_1	JL_Mother_g35726.t1_1					
N13.HOG0042993	OG0018487	n0										I3_g9447.t1_1	JL_Mother_g4631.t1_1					
N13.HOG0042994	OG0018488	n8										I3_g298.t1_1	JL_Mother_g2358.t1_1					
N13.HOG0042995	OG0018489	n0										I3_g9997.t1_1	JL_Mother_g35697.t1_1					
N13.HOG0042996	OG0018490	n7											JL_Mother_g8372.t1_1					
N13.HOG0042997	OG0018490	n11										I3_g817.t1_1						
N13.HOG0042998	OG0018491	n0										I3_g36298.t1_1	JL_Mother_g32372.t1_1					
N13.HOG0042999	OG0018492	n0										I3_g299.t1_1	JL_Mother_g1394.t1_1, JL_Mother_g2359.t1_1					
N13.HOG0043000	OG0018493	n0										I3_g794.t1_1	JL_Mother_g8353.t1_1					
N13.HOG0043001	OG0018494	n0										I3_g10161.t1_1	JL_Mother_g7125.t1_1					
N13.HOG0043002	OG0018495	n0										I3_g8694.t1_1	JL_Mother_g27543.t1_1					
N13.HOG0043003	OG0018496	n10										I3_g27922.t1_1						
N13.HOG0043004	OG0018497	n0										I3_g9414.t1_1	JL_Mother_g18334.t1_1					
N13.HOG0043005	OG0018498	n0										I3_g14586.t1_1	JL_Mother_g35790.t1_1					
N13.HOG0043006	OG0018499	n0										I3_g14685.t1_1	JL_Mother_g22151.t1_1					
N13.HOG0043007	OG0018500	n0										I3_g34881.t1_1	JL_Mother_g33207.t1_1					
N13.HOG0043008	OG0018501	n0										I3_g9473.t1_1	JL_Mother_g4655.t1_1					
N13.HOG0043009	OG0018502	n6										I3_g10048.t1_1						
N13.HOG0043010	OG0018502	n9											JL_Mother_g37132.t1_1					
N13.HOG0043011	OG0018503	n6											JL_Mother_g24490.t1_1					
N13.HOG0043012	OG0018503	n7										I3_g9379.t1_1	JL_Mother_g36804.t1_1					
N13.HOG0043013	OG0018504	n0										I3_g8451.t1_1	JL_Mother_g24462.t1_1					
N13.HOG0043014	OG0018505	n0										I3_g14499.t1_1	JL_Mother_g37450.t1_1					
N13.HOG0043015	OG0018506	n0										I3_g38738.t1_1	JL_Mother_g15457.t1_1					
N13.HOG0043016	OG0018507	n5										I3_g34925.t1_1						
N13.HOG0043017	OG0018507	n8										I3_g43655.t1_1	JL_Mother_g33250.t1_1					
N13.HOG0043018	OG0018508	n14										I3_g535.t1_1	JL_Mother_g28420.t1_1					
N13.HOG0043019	OG0018509	n0										I3_g877.t1_1	JL_Mother_g8425.t1_1, JL_Mother_g20007.t1_1					
N13.HOG0043020	OG0018510	n0										I3_g14606.t1_1						
N13.HOG0043021	OG0018511	n0										I3_g10072.t1_1	JL_Mother_g37112.t1_1					
N13.HOG0043022	OG0018512	n0										I3_g796.t1_1	JL_Mother_g8355.t1_1					
N13.HOG0043023	OG0018513	n0										I3_g14897.t1_1	JL_Mother_g15129.t1_1					
N13.HOG0043024	OG0018514	n0										I3_g30183.t1_1	JL_Mother_g6955.t1_1					
N13.HOG0043025	OG0018515	n10										I3_g14548.t1_1	JL_Mother_g35745.t1_1					
N13.HOG0043026	OG0018516	n0										I3_g36305.t1_1	JL_Mother_g32368.t1_1					
N13.HOG0043027	OG0018517	n0										I3_g197.t1_1	JL_Mother_g2270.t1_1, JL_Mother_g1490.t1_1					
N13.HOG0043028	OG0018518	n0										I3_g30235.t1_1	JL_Mother_g7015.t1_1					
N13.HOG0043029	OG0018519	n0										I3_g43653.t1_1, I3_g34923.t1_1	JL_Mother_g33248.t1_1					
N13.HOG0043030	OG0018520	n0										I3_g10045.t1_1	JL_Mother_g37136.t1_1					
N13.HOG0043031	OG0018521	n7										I3_g23754.t1_1	JL_Mother_g14215.t1_1					
N13.HOG0043032	OG0018522	n9										I3_g10030.t1_1	JL_Mother_g37151.t1_1					
N13.HOG0043033	OG0018523	n0										I3_g26915.t1_1	JL_Mother_g5677.t1_1, JL_Mother_g8740.t1_1					
N13.HOG0043034	OG0018524	n0										I3_g26917.t1_1	JL_Mother_g5679.t1_1, JL_Mother_g8738.t1_1					
N13.HOG0043035	OG0018525	n12											JL_Mother_g34991.t1_1					
N13.HOG0043036	OG0018526	n0										I3_g14656.t1_1	JL_Mother_g22190.t1_1					
N13.HOG0043037	OG0018527	n0										I3_g42729.t1_1	JL_Mother_g8699.t1_1					
N13.HOG0043038	OG0018528	n4										I3_g16389.t2_1, I3_g23896.t1_1						
N13.HOG0043039	OG0018528	n10											JL_Mother_g14100.t1_1, JL_Mother_g15182.t1_1					
N13.HOG0043040	OG0018529	n0										I3_g3417.t1_1	JL_Mother_g17583.t1_1					
N13.HOG0043041	OG0018530	n8										I3_g8064.t1_1	JL_Mother_g34496.t1_1					
N13.HOG0043042	OG0018531	n0										I3_g3421.t1_1	JL_Mother_g17585.t1_1					
N13.HOG0043043	OG0018532	n0										I3_g42728.t1_1	JL_Mother_g8701.t1_1					
N13.HOG0043044	OG0018533	n0										I3_g752.t1_1	JL_Mother_g8296.t1_1					
N13.HOG0043045	OG0018534	n0										I3_g36418.t1_1	JL_Mother_g20114.t1_1					
N13.HOG0043046	OG0018536	n0										I3_g10059.t1_1	JL_Mother_g37120.t1_1					
N13.HOG0043047	OG0018537	n0										I3_g9575.t1_1	JL_Mother_g24452.t1_1					
N13.HOG0043048	OG0018538	n0										I3_g263.t1_1	JL_Mother_g1419.t1_1					
N13.HOG0043049	OG0018539	n6											JL_Mother_g20060.t1_1					
N13.HOG0043050	OG0018540	n0										I3_g589.t1_1	JL_Mother_g28472.t1_1, JL_Mother_g28969.t1_1					
N13.HOG0043051	OG0018541	n0										I3_g461.t1_1	JL_Mother_g24135.t1_1					
N13.HOG0043052	OG0018542	n0										I3_g8482.t1_1	JL_Mother_g4553.t1_1, JL_Mother_g18400.t1_1					
N13.HOG0043053	OG0018543	n7										I3_g399.t1_1						
N13.HOG0043054	OG0018543	n10											JL_Mother_g30864.t1_1					
N13.HOG0043055	OG0018544	n0										I3_g34877.t1_1	JL_Mother_g33203.t1_1					
N13.HOG0043056	OG0018545	n3										I3_g34875.t1_1	JL_Mother_g33201.t1_1					
N13.HOG0043057	OG0018546	n0										I3_g10169.t1_1	JL_Mother_g7118.t1_1					
N13.HOG0043058	OG0018547	n0										I3_g38701.t1_1	JL_Mother_g15492.t1_1					
N13.HOG0043059	OG0018548	n0										I3_g14628.t1_1	JL_Mother_g22218.t1_1					
N13.HOG0043060	OG0018549	n0										I3_g525.t1_1	JL_Mother_g41834.t1_1					
N13.HOG0043061	OG0018550	n5										I3_g526.t1_1						
N13.HOG0043062	OG0018550	n12											JL_Mother_g41835.t1_1					
N13.HOG0043063	OG0018551	n0										I3_g616.t1_1	JL_Mother_g28494.t1_1, JL_Mother_g28951.t1_1					
N13.HOG0043064	OG0018552	n1										I3_g23753.t1_1						
N13.HOG0043065	OG0018552	n14											JL_Mother_g14216.t1_1					
N13.HOG0043066	OG0018553	n0										I3_g49.t1_1	JL_Mother_g26664.t1_1, JL_Mother_g38246.t1_1					
N13.HOG0043067	OG0018554	n0										I3_g4614.t1_1	JL_Mother_g35425.t1_1					
N13.HOG0043068	OG0018555	n0										I3_g14523.t1_1	JL_Mother_g37469.t1_1					
N13.HOG0043069	OG0018556	n0										I3_g14751.t1_1	JL_Mother_g35003.t1_1					
N13.HOG0043070	OG0018557	n0										I3_g38700.t1_1	JL_Mother_g15493.t1_1					
N13.HOG0043071	OG0018558	n4										I3_g23785.t1_1	JL_Mother_g14188.t1_1					
N13.HOG0043072	OG0018559	n0										I3_g42710.t1_1	JL_Mother_g8713.t1_1					
N13.HOG0043073	OG0018560	n4											JL_Mother_g20970.t1_1					
N13.HOG0043074	OG0018560	n9										I3_g8620.t1_1						
N13.HOG0043075	OG0018562	n8											JL_Mother_g15085.t1_1					
N13.HOG0043076	OG0018562	n15										I3_g14811.t1_1						
N13.HOG0043077	OG0018563	n0										I3_g10000.t1_1	JL_Mother_g35699.t1_1					
N13.HOG0043078	OG0018564	n0										I3_g23936.t1_1	JL_Mother_g15215.t1_1, JL_Mother_g14063.t1_1					
N13.HOG0043079	OG0018565	n0										I3_g23939.t1_1	JL_Mother_g15220.t1_1, JL_Mother_g14058.t1_1					
N13.HOG0043080	OG0018566	n6											JL_Mother_g32357.t1_1					
N13.HOG0043081	OG0018566	n13										I3_g36330.t1_1						
N13.HOG0043082	OG0018567	n0										I3_g9556.t1_1	JL_Mother_g24432.t1_1					
N13.HOG0043083	OG0018568	n0										I3_g14534.t1_1	JL_Mother_g35728.t1_1					
N13.HOG0043084	OG0018569	n0										I3_g8601.t1_1	JL_Mother_g20986.t1_1					
N13.HOG0043085	OG0018570	n6										I3_g228.t1_1	JL_Mother_g1456.t1_1					
N13.HOG0043086	OG0018570	n14											JL_Mother_g2309.t1_1					
N13.HOG0043087	OG0018571	n2										I3_g469.t1_1	JL_Mother_g24129.t2_1					
N13.HOG0043088	OG0018571	n15											JL_Mother_g24129.t1_1					
N13.HOG0043089	OG0018572	n9										I3_g14504.t1_1						
N13.HOG0043090	OG0018572	n12											JL_Mother_g37457.t1_1					
N13.HOG0043091	OG0018573	n0										I3_g816.t1_1	JL_Mother_g8371.t1_1					
N13.HOG0043092	OG0018574	n6											JL_Mother_g8559.t1_1					
N13.HOG0043093	OG0018574	n9										I3_g27825.t1_1	JL_Mother_g6793.t1_1					
N13.HOG0043094	OG0018575	n0										I3_g30178.t1_1	JL_Mother_g6947.t1_1					
N13.HOG0043095	OG0018576	n3										I3_g8047.t1_1	JL_Mother_g41572.t1_1					
N13.HOG0043096	OG0018577	n0										I3_g36350.t1_1	JL_Mother_g32348.t1_1					
N13.HOG0043097	OG0018578	n1										I3_g38707.t1_1						
N13.HOG0043098	OG0018578	n8											JL_Mother_g15485.t1_1					
N13.HOG0043099	OG0018578	n11										I3_g38707.t2_1						
N13.HOG0043100	OG0018579	n0											JL_Mother_g1346.t1_1					
N13.HOG0043101	OG0018580	n0										I3_g10103.t1_1	JL_Mother_g37089.t1_1					
N13.HOG0043102	OG0018581	n11										I3_g30185.t1_1						
N13.HOG0043103	OG0018582	n0										I3_g34896.t1_1	JL_Mother_g33223.t1_1					
N13.HOG0043104	OG0018583	n9											JL_Mother_g15480.t1_1					
N13.HOG0043105	OG0018584	n0										I3_g30241.t1_1	JL_Mother_g7025.t1_1					
N13.HOG0043106	OG0018585	n9										I3_g34906.t1_1						
N13.HOG0043107	OG0018586	n5										I3_g9960.t1_1	JL_Mother_g35659.t1_1					
N13.HOG0043108	OG0018586	n10										I3_g43907.t1_1						
N13.HOG0043109	OG0018587	n0										I3_g27953.t1_1	JL_Mother_g8684.t1_1					
N13.HOG0043110	OG0018588	n0										I3_g3472.t1_1	JL_Mother_g7672.t1_1					
N13.HOG0043111	OG0018589	n0										I3_g44816.t1_1	JL_Mother_g8004.t1_1					
N13.HOG0043112	OG0018590	n10										I3_g16554.t1_1	JL_Mother_g36593.t1_1					
N13.HOG0043113	OG0018591	n0										I3_g5330.t1_1	JL_Mother_g39579.t1_1					
N13.HOG0043114	OG0018593	n8											JL_Mother_g25213.t1_1					
N13.HOG0043115	OG0018593	n13										I3_g18839.t1_1						
N13.HOG0043116	OG0018594	n0										I3_g4199.t1_1	JL_Mother_g2157.t1_1, JL_Mother_g2157.t2_1					
N13.HOG0043117	OG0018595	n6										I3_g5353.t1_1						
N13.HOG0043118	OG0018596	n13										I3_g1471.t1_1	JL_Mother_g13258.t1_1					
N13.HOG0043119	OG0018598	n1										I3_g1207.t1_1	JL_Mother_g29628.t1_1					
N13.HOG0043120	OG0018599	n6										I3_g16614.t1_1	JL_Mother_g36260.t1_1					
N13.HOG0043121	OG0018600	n3										I3_g1378.t1_1	JL_Mother_g35270.t1_1					
N13.HOG0043122	OG0018601	n0										I3_g16642.t1_1	JL_Mother_g36231.t1_1					
N13.HOG0043123	OG0018602	n0										I3_g1123.t1_1	JL_Mother_g24405.t1_1					
N13.HOG0043124	OG0018603	n0										I3_g3482.t1_1	JL_Mother_g7685.t1_1					
N13.HOG0043125	OG0018604	n11										I3_g18951.t1_1	JL_Mother_g26255.t1_1					
N13.HOG0043126	OG0018605	n11										I3_g16636.t1_1	JL_Mother_g36236.t1_1					
N13.HOG0043127	OG0018606	n14										I3_g16608.t1_1						
N13.HOG0043128	OG0018607	n0										I3_g16607.t1_1	JL_Mother_g36265.t1_1					
N13.HOG0043129	OG0018608	n3										I3_g4952.t1_1	JL_Mother_g34479.t1_1					
N13.HOG0043130	OG0018609	n0										I3_g979.t1_1	JL_Mother_g31348.t1_1					
N13.HOG0043131	OG0018610	n11										I3_g23999.t1_1	JL_Mother_g37547.t1_1					
N13.HOG0043132	OG0018611	n0										I3_g24066.t1_1	JL_Mother_g41328.t1_1					
N13.HOG0043133	OG0018612	n0										I3_g3492.t1_1	JL_Mother_g7695.t1_1					
N13.HOG0043134	OG0018613	n0										I3_g24080.t1_1	JL_Mother_g41343.t1_1					
N13.HOG0043135	OG0018614	n0										I3_g24054.t1_1	JL_Mother_g41316.t1_1					
N13.HOG0043136	OG0018615	n0										I3_g24027.t1_1						
N13.HOG0043137	OG0018616	n0										I3_g24089.t1_1	JL_Mother_g41353.t1_1					
N13.HOG0043138	OG0018617	n11										I3_g24079.t1_1	JL_Mother_g41342.t1_1					
N13.HOG0043139	OG0018618	n4										I3_g24127.t1_1	JL_Mother_g36506.t1_1					
N13.HOG0043140	OG0018619	n13										I3_g5413.t1_1						
N13.HOG0043141	OG0018620	n11										I3_g1432.t1_1	JL_Mother_g13298.t1_1					
N13.HOG0043142	OG0018621	n0										I3_g24103.t1_1	JL_Mother_g36483.t1_1					
N13.HOG0043143	OG0018622	n0										I3_g16590.t1_1	JL_Mother_g36283.t1_1					
N13.HOG0043144	OG0018623	n0										I3_g16592.t1_1	JL_Mother_g36281.t1_1					
N13.HOG0043145	OG0018624	n0										I3_g3498.t1_1	JL_Mother_g7699.t1_1					
N13.HOG0043146	OG0018625	n5										I3_g5744.t2_1	JL_Mother_g7943.t1_1					
N13.HOG0043147	OG0018626	n0										I3_g16536.t1_1	JL_Mother_g36616.t1_1					
N13.HOG0043148	OG0018627	n7										I3_g1199.t1_1						
N13.HOG0043149	OG0018627	n13											JL_Mother_g29636.t1_1					
N13.HOG0043150	OG0018628	n0										I3_g16581.t1_1	JL_Mother_g36293.t1_1					
N13.HOG0043151	OG0018629	n0										I3_g8029.t1_1	JL_Mother_g41549.t1_1					
N13.HOG0043152	OG0018630	n0										I3_g16705.t1_1	JL_Mother_g31239.t1_1					
N13.HOG0043153	OG0018631	n0										I3_g24210.t1_1	JL_Mother_g42174.t1_1					
N13.HOG0043154	OG0018632	n9										I3_g5653.t1_1	JL_Mother_g16612.t1_1					
N13.HOG0043155	OG0018633	n0										I3_g16595.t1_1	JL_Mother_g36278.t1_1					
N13.HOG0043156	OG0018635	n0										I3_g16559.t1_1	JL_Mother_g36586.t1_1					
N13.HOG0043157	OG0018636	n0										I3_g1193.t1_1	JL_Mother_g29643.t1_1					
N13.HOG0043158	OG0018637	n5										I3_g49272.t1_1	JL_Mother_g31176.t1_1					
N13.HOG0043159	OG0018638	n0										I3_g16710.t1_1	JL_Mother_g31234.t1_1					
N13.HOG0043160	OG0018639	n0										I3_g24268.t1_1	JL_Mother_g39660.t1_1					
N13.HOG0043161	OG0018640	n12										I3_g24265.t1_1						
N13.HOG0043162	OG0018640	n14											JL_Mother_g39657.t1_1					
N13.HOG0043163	OG0018641	n8										I3_g16418.t1_1						
N13.HOG0043164	OG0018642	n0										I3_g5114.t1_1	JL_Mother_g6489.t1_1					
N13.HOG0043165	OG0018643	n0										I3_g16634.t1_1	JL_Mother_g36238.t1_1					
N13.HOG0043166	OG0018644	n0										I3_g16602.t1_1	JL_Mother_g36271.t1_1					
N13.HOG0043167	OG0018645	n0										I3_g16678.t1_1	JL_Mother_g31266.t1_1					
N13.HOG0043168	OG0018646	n9										I3_g46448.t1_1	JL_Mother_g37501.t1_1					
N13.HOG0043169	OG0018646	n15										I3_g47490.t1_1						
N13.HOG0043170	OG0018647	n0										I3_g3514.t1_1	JL_Mother_g7715.t1_1					
N13.HOG0043171	OG0018648	n10										I3_g16688.t1_1	JL_Mother_g31256.t1_1					
N13.HOG0043172	OG0018649	n0										I3_g16563.t1_1	JL_Mother_g36582.t1_1					
N13.HOG0043173	OG0018650	n11										I3_g49274.t1_1	JL_Mother_g31174.t1_1					
N13.HOG0043174	OG0018651	n5										I3_g16664.t1_1	JL_Mother_g31281.t1_1					
N13.HOG0043175	OG0018652	n0										I3_g5630.t1_1	JL_Mother_g16581.t1_1					
N13.HOG0043176	OG0018653	n0										I3_g3517.t1_1	JL_Mother_g7718.t1_1					
N13.HOG0043177	OG0018654	n0										I3_g24393.t1_1	JL_Mother_g31149.t1_1					
N13.HOG0043178	OG0018655	n0										I3_g16583.t1_1	JL_Mother_g36291.t1_1					
N13.HOG0043179	OG0018656	n0										I3_g16586.t1_1	JL_Mother_g36288.t1_1					
N13.HOG0043180	OG0018657	n0										I3_g16585.t1_1	JL_Mother_g36289.t1_1					
N13.HOG0043181	OG0018658	n0										I3_g18974.t1_1	JL_Mother_g26236.t1_1					
N13.HOG0043182	OG0018659	n0										I3_g3529.t1_1	JL_Mother_g7727.t1_1					
N13.HOG0043183	OG0018660	n6										I3_g8016.t1_1	JL_Mother_g28827.t1_1					
N13.HOG0043184	OG0018661	n7										I3_g18780.t1_1	JL_Mother_g25153.t1_1					
N13.HOG0043185	OG0018662	n0										I3_g5063.t1_1	JL_Mother_g6429.t1_1					
N13.HOG0043186	OG0018663	n0										I3_g8015.t1_1	JL_Mother_g28826.t1_1					
N13.HOG0043187	OG0018665	n8										I3_g32053.t1_1	JL_Mother_g41183.t1_1					
N13.HOG0043188	OG0018665	n10										I3_g20070.t1_1						
N13.HOG0043189	OG0018666	n0										I3_g19036.t1_1, I3_g19036.t2_1	JL_Mother_g26172.t1_1					
