HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N1.HOG0025104	OG0045158	-												PON44753.1, PON44764.1				
N1.HOG0025105	OG0045159	-												PON44761.1		PON60985.1		
N1.HOG0025106	OG0045160	-												PON44765.1		PON60988.1		
N1.HOG0025107	OG0045161	-												PON44767.1		PON60990.1		
N1.HOG0025108	OG0045162	-												PON44787.1		PON94674.1		
N1.HOG0025109	OG0045163	-												PON44797.1		POO02906.1		
N1.HOG0025110	OG0045164	-												PON44807.1		PON94692.1		
N1.HOG0025111	OG0045165	-												PON44809.1		PON94694.1		
N1.HOG0025112	OG0045166	-												PON44811.1		PON94696.1		
N1.HOG0025113	OG0045167	-												PON44832.1		PON98970.1		
N1.HOG0025114	OG0045168	-												PON44841.1		PON98980.1		
N1.HOG0025115	OG0045169	-												PON44844.1		PON98985.1		
N1.HOG0025116	OG0045170	-												PON44857.1		PON98995.1		
N1.HOG0025117	OG0045171	-												PON44861.1		PON98997.1		
N1.HOG0025118	OG0045172	-												PON44865.1		PON99001.1		
N1.HOG0025119	OG0045173	-												PON44867.1		PON99004.1		
N1.HOG0025120	OG0045174	-												PON44868.1		PON99005.1		
N1.HOG0025121	OG0045175	-												PON44918.1		PON82408.1		
N1.HOG0025122	OG0045176	-												PON44922.1		PON82404.1		
N1.HOG0025123	OG0045177	-												PON44926.1		PON82400.1		
N1.HOG0025124	OG0045178	-												PON44954.1		PON83506.1		
N1.HOG0025125	OG0045179	-												PON44960.1		PON83500.1		
N1.HOG0025126	OG0045180	-												PON44963.1		PON32023.1		
N1.HOG0025127	OG0045181	-												PON44968.1		PON83545.1		
N1.HOG0025128	OG0045182	-												PON44969.1		PON83546.1		
N1.HOG0025129	OG0045183	-												PON44977.1, PON53294.1				
N1.HOG0025130	OG0045184	-												PON44979.1		PON96057.1		
N1.HOG0025131	OG0045185	-												PON45043.1		PON89921.1		
N1.HOG0025132	OG0045186	-												PON45044.1		PON89920.1		
N1.HOG0025133	OG0045187	-												PON45055.1		PON89932.1		
N1.HOG0025134	OG0045188	-												PON45064.1		PON89941.1		
N1.HOG0025135	OG0045189	-												PON45069.1		PON89948.1		
N1.HOG0025136	OG0045190	-												PON45082.1		PON89961.1		
N1.HOG0025137	OG0045191	-												PON45094.1		PON78294.1		
N1.HOG0025138	OG0045192	-												PON45096.1		PON78297.1		
N1.HOG0025139	OG0045193	-												PON45098.1		PON62535.1		
N1.HOG0025140	OG0045194	-												PON45109.1		PON62540.1		
N1.HOG0025141	OG0045195	-												PON64433.1, PON45116.1				
N1.HOG0025142	OG0045196	-												PON45120.1		PON62551.1		
N1.HOG0025143	OG0045197	-												PON45124.1		PON62555.1		
N1.HOG0025144	OG0045198	-												PON45126.1		PON62557.1		
N1.HOG0025145	OG0045199	-												PON45135.1		PON93476.1		
N1.HOG0025146	OG0045200	-												PON45144.1		POO00837.1		
N1.HOG0025147	OG0045201	-												PON45151.1		POO00831.1		
N1.HOG0025148	OG0045202	-												PON45152.1		POO00832.1		
N1.HOG0025149	OG0045203	-												PON45156.1		POO00527.1		
N1.HOG0025150	OG0045204	-												PON45162.1		POO00534.1		
N1.HOG0025151	OG0045205	-												PON45168.1		POO00539.1		
N1.HOG0025152	OG0045206	-												PON45171.1		PON36228.1		
N1.HOG0025153	OG0045207	-												PON45172.1, PON68413.1				
N1.HOG0025154	OG0045208	-												PON45176.1		POO00544.1		
N1.HOG0025155	OG0045209	-												PON45177.1		POO00545.1		
N1.HOG0025156	OG0045210	-												PON45197.1		PON69005.1		
N1.HOG0025157	OG0045211	-												PON45200.1		PON69008.1		
N1.HOG0025158	OG0045212	-												PON45223.1		PON41969.1		
N1.HOG0025159	OG0045213	-												PON45228.1		PON41973.1		
N1.HOG0025160	OG0045214	-												PON45229.1		PON41974.1		
N1.HOG0025161	OG0045215	-												PON45233.1		PON80857.1		
N1.HOG0025162	OG0045216	-												PON45242.1		PON82454.1		
N1.HOG0025163	OG0045217	-												PON45243.1		PON82456.1		
N1.HOG0025164	OG0045218	-												PON45248.1		PON82459.1		
N1.HOG0025165	OG0045219	-												PON55821.1, PON45270.1				
N1.HOG0025166	OG0045220	-												PON45275.1		PON86698.1		
N1.HOG0025167	OG0045221	-												PON45290.1		PON54963.1		
N1.HOG0025168	OG0045222	-												PON45292.1		PON54965.1		
N1.HOG0025169	OG0045223	-												PON45298.1		PON95315.1		
N1.HOG0025170	OG0045224	-												PON45309.1		PON95304.1		
N1.HOG0025171	OG0045225	-												PON45339.1		PON87398.1		
N1.HOG0025172	OG0045226	-												PON45341.1		PON87396.1		
N1.HOG0025173	OG0045227	-												PON45350.1		PON65528.1		
N1.HOG0025174	OG0045228	-												PON45353.1		PON65526.1		
N1.HOG0025175	OG0045229	-												PON45358.1		PON65523.1		
N1.HOG0025176	OG0045230	-												PON45418.1		PON46924.1		
N1.HOG0025177	OG0045231	-												PON45425.1		PON37522.1		
N1.HOG0025178	OG0045232	-												PON45430.1		PON45192.1		
N1.HOG0025179	OG0045233	-												PON45432.1		PON45181.1		
N1.HOG0025180	OG0045234	-												PON45440.1		PON42892.1		
N1.HOG0025181	OG0045235	-												PON45441.1		PON42889.1		
N1.HOG0025182	OG0045236	-												PON45462.1		POO03007.1		
N1.HOG0025183	OG0045237	-												PON45464.1		POO03010.1		
N1.HOG0025184	OG0045238	-												PON45467.1		POO03011.1		
N1.HOG0025185	OG0045239	-												PON45471.1		POO03018.1		
N1.HOG0025186	OG0045240	-												PON45474.1		POO03021.1		
N1.HOG0025187	OG0045241	-												PON45486.1		PON36594.1		
N1.HOG0025188	OG0045242	-												PON45502.1		PON37896.1		
N1.HOG0025189	OG0045243	-												PON45504.1		PON37898.1		
N1.HOG0025190	OG0045244	-												PON45520.1		PON39307.1		
N1.HOG0025191	OG0045245	-												PON45559.1		PON74185.1		
N1.HOG0025192	OG0045246	-												PON45564.1		PON74179.1		
N1.HOG0025193	OG0045247	-												PON45565.1		PON74175.1		
N1.HOG0025194	OG0045248	-												PON45579.1		PON74443.1		
N1.HOG0025195	OG0045249	-												PON45580.1		PON74444.1		
N1.HOG0025196	OG0045250	-												PON45582.1		PON74441.1		
N1.HOG0025197	OG0045251	-												PON45609.1		PON85308.1		
N1.HOG0025198	OG0045252	-												PON45612.1		PON85304.1		
N1.HOG0025199	OG0045253	-												PON45615.1		PON85301.1		
N1.HOG0025200	OG0045254	-												PON45622.1		PON85293.1		
N1.HOG0025201	OG0045255	-												PON45628.1		PON85287.1		
N1.HOG0025202	OG0045256	-												PON45645.1		PON85276.1		
N1.HOG0025203	OG0045257	-												PON45649.1		PON85272.1		
N1.HOG0025204	OG0045258	-												PON45652.1		PON85270.1		
N1.HOG0025205	OG0045259	-												PON45655.1		PON85265.1		
N1.HOG0025206	OG0045260	-												PON45658.1		PON85262.1		
N1.HOG0025207	OG0045261	-												PON45660.1		PON85261.1		
N1.HOG0025208	OG0045262	-												PON45666.1		PON88990.1		
N1.HOG0025209	OG0045263	-												PON45677.1		PON98395.1		
N1.HOG0025210	OG0045264	-												PON45684.1		PON98402.1		
N1.HOG0025211	OG0045265	-												PON45685.1		PON98403.1		
N1.HOG0025212	OG0045266	-												PON45686.1		PON98404.1		
N1.HOG0025213	OG0045267	-												PON45693.1		PON98412.1		
N1.HOG0025214	OG0045268	-												PON45694.1		PON98414.1		
N1.HOG0025215	OG0045269	-												PON45700.1		PON98418.1		
N1.HOG0025216	OG0045270	-												PON45705.1		PON98423.1		
N1.HOG0025217	OG0045271	-												PON45706.1		PON98424.1		
N1.HOG0025218	OG0045272	-												PON45707.1		PON98425.1		
N1.HOG0025219	OG0045273	-												PON45708.1		PON98426.1		
N1.HOG0025220	OG0045274	-												PON45709.1		PON98427.1		
N1.HOG0025221	OG0045275	-												PON45720.1		PON65006.1		
N1.HOG0025222	OG0045276	-												PON45751.1		PON48567.1		
N1.HOG0025223	OG0045277	-												PON45753.1		PON48569.1		
N1.HOG0025224	OG0045278	-												PON45759.1		PON75251.1		
N1.HOG0025225	OG0045279	-												PON45769.1		PON75261.1		
N1.HOG0025226	OG0045280	-												PON45774.1		PON98201.1		
N1.HOG0025227	OG0045281	-												PON45779.1		PON98206.1		
N1.HOG0025228	OG0045282	-												PON45785.1		PON47044.1		
N1.HOG0025229	OG0045283	-												PON45789.1		PON36704.1		
N1.HOG0025230	OG0045284	-												PON45792.1		PON93595.1		
N1.HOG0025231	OG0045285	-												PON45802.1		PON60997.1		
N1.HOG0025232	OG0045286	-												PON45803.1		PON60998.1		
N1.HOG0025233	OG0045287	-												PON45808.1		PON61003.1		
N1.HOG0025234	OG0045288	-												PON45813.1		PON61006.1		
N1.HOG0025235	OG0045289	-												PON45820.1		PON61009.1		
N1.HOG0025236	OG0045290	-												PON45827.1		PON65625.1		
N1.HOG0025237	OG0045291	-												PON45830.1		PON65628.1		
N1.HOG0025238	OG0045292	-												PON45835.1		PON65635.1		
N1.HOG0025239	OG0045293	-												PON45837.1		PON65637.1		
N1.HOG0025240	OG0045294	-												PON45838.1		PON65638.1		
N1.HOG0025241	OG0045295	-												PON47934.1, PON45842.1				
N1.HOG0025242	OG0045296	-												PON45867.1		PON71406.1		
N1.HOG0025243	OG0045297	-												PON45887.1		POO00276.1		
N1.HOG0025244	OG0045298	-												PON45888.1		POO00275.1		
N1.HOG0025245	OG0045299	-												PON45889.1		POO00274.1		
N1.HOG0025246	OG0045300	-												PON45894.1		POO00271.1		
N1.HOG0025247	OG0045301	-												PON45897.1		POO00267.1		
N1.HOG0025248	OG0045302	-												PON45908.1		POO00256.1		
N1.HOG0025249	OG0045303	-												PON45938.1		PON81806.1		
N1.HOG0025250	OG0045304	-												PON45942.1		PON81802.1		
N1.HOG0025251	OG0045305	-												PON45967.1		POO02927.1		
N1.HOG0025252	OG0045306	-												PON45969.1		POO02929.1		
N1.HOG0025253	OG0045307	-												PON45971.1		POO02931.1		
N1.HOG0025254	OG0045308	-												PON45972.1		POO02932.1		
N1.HOG0025255	OG0045309	-												PON45994.1		POO02962.1		
N1.HOG0025256	OG0045310	-												PON45996.1		POO02964.1		
N1.HOG0025257	OG0045311	-												PON46001.1		POO02967.1		
N1.HOG0025258	OG0045312	-												PON46028.1		PON87968.1		
N1.HOG0025259	OG0045313	-												PON46034.1		PON87963.1		
N1.HOG0025260	OG0045314	-												PON46035.1		PON87962.1		
N1.HOG0025261	OG0045315	-												PON46041.1		PON55060.1		
N1.HOG0025262	OG0045316	-												PON46042.1		PON55058.1		
N1.HOG0025263	OG0045317	-												PON46043.1		PON55057.1		
N1.HOG0025264	OG0045318	-												PON46075.1		PON73466.1		
N1.HOG0025265	OG0045319	-												PON46083.1		PON73458.1		
N1.HOG0025266	OG0045320	-												PON46087.1		PON73457.1		
N1.HOG0025267	OG0045321	-												PON46088.1		PON73453.1		
N1.HOG0025268	OG0045322	-												PON46098.1		PON73445.1		
N1.HOG0025269	OG0045323	-												PON46100.1		PON73442.1		
N1.HOG0025270	OG0045324	-												PON46136.1		PON53531.1		
N1.HOG0025271	OG0045325	-												PON46137.1		PON53530.1		
N1.HOG0025272	OG0045326	-												PON46141.1, PON48673.1				
N1.HOG0025273	OG0045327	-												PON46154.1		PON71751.1		
N1.HOG0025274	OG0045328	-												PON46177.1		PON83491.1		
N1.HOG0025275	OG0045329	-												PON46179.1		PON83493.1		
N1.HOG0025276	OG0045330	-												PON46192.1, PON62704.1				
N1.HOG0025277	OG0045331	-												PON60016.1, PON46194.1				
N1.HOG0025278	OG0045332	-												PON46197.1		PON73630.1		
N1.HOG0025279	OG0045333	-												PON46205.1		PON73635.1		
N1.HOG0025280	OG0045334	-												PON46207.1		POO01105.1		
N1.HOG0025281	OG0045335	-												PON46209.1		POO01107.1		
N1.HOG0025282	OG0045336	-												PON46210.1		PON99113.1		
N1.HOG0025283	OG0045337	-												PON46216.1		PON73638.1		
N1.HOG0025284	OG0045338	-												PON46219.1		PON73641.1		
N1.HOG0025285	OG0045339	-												PON46220.1		PON85610.1		
N1.HOG0025286	OG0045340	-												PON46253.1		PON53432.1		
N1.HOG0025287	OG0045341	-												PON46260.1		PON53424.1		
N1.HOG0025288	OG0045342	-												PON46266.1		PON53416.1		
N1.HOG0025289	OG0045343	-												PON46277.1		PON60288.1		
N1.HOG0025290	OG0045344	-												PON46280.1		PON83361.1		
N1.HOG0025291	OG0045345	-												PON46298.1		PON50515.1		
N1.HOG0025292	OG0045346	-												PON46299.1		PON50516.1		
N1.HOG0025293	OG0045347	-												PON46301.1		PON50518.1		
N1.HOG0025294	OG0045348	-												PON52572.1, PON46318.1				
N1.HOG0025295	OG0045349	-												PON46338.1		PON95949.1		
N1.HOG0025296	OG0045350	-												PON46339.1		PON95950.1		
N1.HOG0025297	OG0045351	-												PON46347.1		POO02591.1		
N1.HOG0025298	OG0045352	-												PON46388.1		PON96049.1		
N1.HOG0025299	OG0045353	-												PON46389.1		PON96048.1		
N1.HOG0025300	OG0045354	-												PON46404.1		PON58378.1		
N1.HOG0025301	OG0045355	-												PON46411.1		PON88690.1		
N1.HOG0025302	OG0045356	-												PON62085.1, PON46423.1				
N1.HOG0025303	OG0045357	-												PON46428.1		PON82987.1		
N1.HOG0025304	OG0045358	-												PON46475.1		PON81861.1		
N1.HOG0025305	OG0045359	-												PON46482.1		PON81869.1		
N1.HOG0025306	OG0045360	-												PON46484.1		PON81871.1		
N1.HOG0025307	OG0045361	-												PON46491.1		PON45674.1		
N1.HOG0025308	OG0045362	-												PON46496.1		PON77113.1		
N1.HOG0025309	OG0045363	-												PON46497.1		PON77112.1		
N1.HOG0025310	OG0045364	-												PON46502.1		PON77105.1		
N1.HOG0025311	OG0045365	-												PON46510.1		PON77101.1		
N1.HOG0025312	OG0045366	-												PON46527.1		PON53735.1		
N1.HOG0025313	OG0045367	-												PON46528.1		PON53734.1		
N1.HOG0025314	OG0045368	-												PON46530.1		PON53737.1		
N1.HOG0025315	OG0045369	-												PON46534.1		PON53740.1		
N1.HOG0025316	OG0045370	-												PON46535.1		PON53741.1		
N1.HOG0025317	OG0045371	-												PON46543.1		PON53750.1		
N1.HOG0025318	OG0045372	-												PON46545.1		PON53752.1		
N1.HOG0025319	OG0045373	-												PON46547.1		PON53754.1		
N1.HOG0025320	OG0045374	-												PON46549.1		PON53755.1		
N1.HOG0025321	OG0045375	-												PON46552.1		PON53758.1		
N1.HOG0025322	OG0045376	-												PON46553.1		PON53759.1		
N1.HOG0025323	OG0045377	-												PON46561.1		PON53766.1		
N1.HOG0025324	OG0045378	-												PON46565.1		PON95869.1		
N1.HOG0025325	OG0045379	-												PON46571.1		PON86648.1		
N1.HOG0025326	OG0045380	-												PON46581.1		PON98885.1		
N1.HOG0025327	OG0045381	-												PON78760.1, PON46607.1				
N1.HOG0025328	OG0045382	-												PON46619.1		PON82429.1		
N1.HOG0025329	OG0045383	-												PON46623.1		PON82427.1		
N1.HOG0025330	OG0045384	-												PON46627.1		PON82425.1		
N1.HOG0025331	OG0045385	-												PON46663.1		PON60631.1		
N1.HOG0025332	OG0045386	-												PON46664.1		PON60632.1		
N1.HOG0025333	OG0045387	-												PON46668.1		PON60636.1		
N1.HOG0025334	OG0045388	-												PON46675.1		PON60644.1		
N1.HOG0025335	OG0045389	-												PON46684.1		PON83301.1		
N1.HOG0025336	OG0045390	-												PON46705.1		PON50571.1		
N1.HOG0025337	OG0045391	-												PON46707.1		PON50573.1		
N1.HOG0025338	OG0045392	-												PON46708.1		PON50574.1		
N1.HOG0025339	OG0045393	-												PON46715.1		PON50581.1		
N1.HOG0025340	OG0045394	-												PON46718.1		PON50585.1		
N1.HOG0025341	OG0045395	-												PON46720.1		PON50587.1		
N1.HOG0025342	OG0045396	-												PON46724.1		PON50591.1		
N1.HOG0025343	OG0045397	-												PON46731.1		PON47424.1		
N1.HOG0025344	OG0045398	-												PON46733.1		PON89765.1		
N1.HOG0025345	OG0045399	-												PON46739.1		PON89760.1		
N1.HOG0025346	OG0045400	-												PON46746.1		PON89756.1		
N1.HOG0025347	OG0045401	-												PON46748.1		PON89752.1		
N1.HOG0025348	OG0045402	-												PON46750.1		PON89751.1		
N1.HOG0025349	OG0045403	-												PON46779.1, PON71077.1				
N1.HOG0025350	OG0045404	-												PON46783.1		PON48729.1		
N1.HOG0025351	OG0045405	-												PON46784.1		PON37377.1		
N1.HOG0025352	OG0045406	-												PON46792.1		PON37382.1		
N1.HOG0025353	OG0045407	-												PON46795.1		PON48071.1		
N1.HOG0025354	OG0045408	-												PON46800.1		PON84415.1		
N1.HOG0025355	OG0045409	-												PON46803.1		PON82311.1		
N1.HOG0025356	OG0045410	-												PON46808.1		PON84422.1		
N1.HOG0025357	OG0045411	-												PON46814.1		PON84426.1		
N1.HOG0025358	OG0045412	-												PON46819.1		PON84428.1		
N1.HOG0025359	OG0045413	-												PON46827.1		PON84434.1		
N1.HOG0025360	OG0045414	-												PON46852.1		PON49564.1		
N1.HOG0025361	OG0045415	-												PON46859.1		PON49572.1		
N1.HOG0025362	OG0045416	-												PON46863.1		PON49574.1		
N1.HOG0025363	OG0045417	-												PON46865.1		PON55417.1		
N1.HOG0025364	OG0045418	-												PON46867.1		PON55419.1		
N1.HOG0025365	OG0045419	-												PON46868.1		PON55420.1		
N1.HOG0025366	OG0045420	-												PON46874.1		PON55426.1		
N1.HOG0025367	OG0045421	-												PON46875.1		PON55427.1		
N1.HOG0025368	OG0045422	-												PON46876.1		PON55428.1		
N1.HOG0025369	OG0045423	-												PON46877.1		PON55429.1		
N1.HOG0025370	OG0045424	-												PON46878.1		PON55432.1		
N1.HOG0025371	OG0045425	-												PON46913.1		PON88592.1		
N1.HOG0025372	OG0045426	-												PON46939.1		PON95823.1		
N1.HOG0025373	OG0045427	-												PON46946.1		PON95816.1		
N1.HOG0025374	OG0045428	-												PON46947.1		PON95815.1		
N1.HOG0025375	OG0045429	-												PON46949.1		PON95813.1		
N1.HOG0025376	OG0045430	-												PON46957.1		PON95799.1		
N1.HOG0025377	OG0045431	-												PON46966.1		PON95790.1		
N1.HOG0025378	OG0045432	-												PON46968.1		PON95788.1		
N1.HOG0025379	OG0045433	-												PON46970.1		PON95786.1		
N1.HOG0025380	OG0045434	-												PON46990.1		PON76358.1		
N1.HOG0025381	OG0045435	-												PON46998.1		POO00113.1		
N1.HOG0025382	OG0045436	-												PON47000.1		POO00115.1		
N1.HOG0025383	OG0045437	-												PON47004.1		POO00118.1		
N1.HOG0025384	OG0045438	-												PON47007.1		POO00121.1		
N1.HOG0025385	OG0045439	-												PON47021.1		PON83371.1		
N1.HOG0025386	OG0045440	-												PON47022.1		PON83370.1		
N1.HOG0025387	OG0045441	-												PON47025.1		PON91253.1		
N1.HOG0025388	OG0045442	-												PON47030.1		POO00140.1		
N1.HOG0025389	OG0045443	-												PON47061.1		PON96220.1		
N1.HOG0025390	OG0045444	-												PON47067.1		PON96215.1		
N1.HOG0025391	OG0045445	-												PON47076.1		PON96204.1		
N1.HOG0025392	OG0045446	-												PON47078.1		PON96202.1		
N1.HOG0025393	OG0045447	-												PON47082.1		PON96197.1		
N1.HOG0025394	OG0045448	-												PON47085.1		PON96195.1		
N1.HOG0025395	OG0045449	-												PON47092.1		PON96189.1		
N1.HOG0025396	OG0045450	-												PON47094.1		PON96188.1		
N1.HOG0025397	OG0045451	-												PON47096.1		PON96187.1		
N1.HOG0025398	OG0045452	-												PON47134.1		PON48405.1		
N1.HOG0025399	OG0045453	-												PON47137.1		PON48409.1		
N1.HOG0025400	OG0045454	-												PON47138.1		PON48410.1		
N1.HOG0025401	OG0045455	-												PON47158.1		POO03114.1		
N1.HOG0025402	OG0045456	-												PON47180.1		PON88857.1		
N1.HOG0025403	OG0045457	-												PON47181.1		PON88859.1		
N1.HOG0025404	OG0045458	-												PON47183.1		PON88861.1		
N1.HOG0025405	OG0045459	-												PON47188.1		PON88867.1		
N1.HOG0025406	OG0045460	-												PON47190.1		PON88869.1		
N1.HOG0025407	OG0045461	-												PON47192.1		PON88871.1		
N1.HOG0025408	OG0045462	-												PON47193.1		PON88872.1		
N1.HOG0025409	OG0045463	-												PON47194.1		PON88873.1		
N1.HOG0025410	OG0045464	-												PON47195.1		PON88874.1		
N1.HOG0025411	OG0045465	-												PON47197.1		PON88876.1		
N1.HOG0025412	OG0045466	-												PON47205.1		POO02912.1		
N1.HOG0025413	OG0045467	-												PON47209.1		POO02908.1		
N1.HOG0025414	OG0045468	-												PON47214.1		POO02897.1		
N1.HOG0025415	OG0045469	-												PON47219.1		POO02892.1		
N1.HOG0025416	OG0045470	-												PON47224.1		POO02886.1		
N1.HOG0025417	OG0045471	-												PON47226.1		POO02884.1		
N1.HOG0025418	OG0045472	-												PON47227.1		POO02883.1		
N1.HOG0025419	OG0045473	-												PON47234.1		POO02878.1		
N1.HOG0025420	OG0045474	-												PON47235.1		POO02876.1		
N1.HOG0025421	OG0045475	-												PON47240.1		POO02871.1		
N1.HOG0025422	OG0045476	-												PON63867.1, PON47250.1				
N1.HOG0025423	OG0045477	-												PON72607.1, PON47281.1				
N1.HOG0025424	OG0045478	-												PON47291.1		PON61898.1		
N1.HOG0025425	OG0045479	-												PON47301.1		PON82959.1		
N1.HOG0025426	OG0045480	-												PON47315.1		POO01914.1		
N1.HOG0025427	OG0045481	-												PON47317.1, PON47316.1				
N1.HOG0025428	OG0045482	-												PON47320.1		POO01915.1		
N1.HOG0025429	OG0045483	-												PON47322.1, PON47323.1				
N1.HOG0025430	OG0045484	-												PON47331.1		PON82273.1		
N1.HOG0025431	OG0045485	-												PON47337.1		PON82279.1		
N1.HOG0025432	OG0045486	-												PON47338.1		PON82280.1		
N1.HOG0025433	OG0045487	-												PON47341.1		PON82284.1		
N1.HOG0025434	OG0045488	-												PON47343.1		PON82286.1		
N1.HOG0025435	OG0045489	-												PON47363.1		PON91531.1		
N1.HOG0025436	OG0045490	-												PON47367.1		PON50367.1		
N1.HOG0025437	OG0045491	-												PON47375.1		PON50358.1		
N1.HOG0025438	OG0045492	-												PON47377.1		PON50357.1		
N1.HOG0025439	OG0045493	-												PON47383.1		PON50352.1		
N1.HOG0025440	OG0045494	-												PON47399.1		PON50337.1		
N1.HOG0025441	OG0045495	-												PON47403.1		PON70700.1		
N1.HOG0025442	OG0045496	-												PON47406.1		PON70050.1		
N1.HOG0025443	OG0045497	-												PON47429.1		PON52051.1		
N1.HOG0025444	OG0045498	-												PON47431.1		PON52053.1		
N1.HOG0025445	OG0045499	-												PON47433.1		PON75968.1		
N1.HOG0025446	OG0045500	-												PON47440.1		PON99519.1		
N1.HOG0025447	OG0045501	-												PON47449.1		PON75978.1		
N1.HOG0025448	OG0045502	-												PON47477.1		PON76002.1		
N1.HOG0025449	OG0045503	-												PON47486.1		PON76012.1		
N1.HOG0025450	OG0045504	-												PON47512.1		PON98003.1		
N1.HOG0025451	OG0045505	-												PON47519.1		PON58582.1		
N1.HOG0025452	OG0045506	-												PON47523.1		PON58590.1		
N1.HOG0025453	OG0045508	-												PON47549.1		PON65010.1		
N1.HOG0025454	OG0045509	-												PON47551.1		PON65012.1		
N1.HOG0025455	OG0045510	-												PON47554.1		PON94649.1		
N1.HOG0025456	OG0045511	-												PON47559.1		PON94654.1		
N1.HOG0025457	OG0045512	-												PON47574.1		PON94664.1		
N1.HOG0025458	OG0045513	-												PON47587.1		PON94672.1		
N1.HOG0025459	OG0045515	-												PON47596.1		PON86081.1		
N1.HOG0025460	OG0045516	-												PON47598.1		PON86078.1		
N1.HOG0025461	OG0045517	-												PON47599.1		PON86077.1		
N1.HOG0025462	OG0045518	-												PON47637.1		PON90918.1		
N1.HOG0025463	OG0045519	-												PON47643.1		PON90927.1		
N1.HOG0025464	OG0045520	-												PON47649.1		PON90936.1		
N1.HOG0025465	OG0045521	-												PON47663.1		PON86154.1		
N1.HOG0025466	OG0045522	-												PON47675.1		PON46232.1		
N1.HOG0025467	OG0045523	-												PON47681.1		PON86141.1		
N1.HOG0025468	OG0045524	-												PON47721.1		PON53630.1		
N1.HOG0025469	OG0045525	-												PON47724.1		PON67525.1		
N1.HOG0025470	OG0045526	-												PON47731.1		PON68261.1		
N1.HOG0025471	OG0045527	-												PON47747.1		PON52327.1		
N1.HOG0025472	OG0045528	-												PON47752.1		PON88606.1		
N1.HOG0025473	OG0045529	-												PON47762.1		PON36208.1		
N1.HOG0025474	OG0045530	-												PON47786.1		PON83535.1		
N1.HOG0025475	OG0045531	-												PON47790.1		PON83539.1		
N1.HOG0025476	OG0045532	-												PON47793.1		PON52286.1		
N1.HOG0025477	OG0045533	-												PON47795.1		PON52285.1		
N1.HOG0025478	OG0045534	-												PON47800.1		PON52278.1		
N1.HOG0025479	OG0045535	-												PON47803.1, PON69415.1				
N1.HOG0025480	OG0045536	-												PON47813.1		PON52268.1		
N1.HOG0025481	OG0045537	-												PON47832.1		PON75643.1		
N1.HOG0025482	OG0045538	-												PON47838.1, PON47842.1				
N1.HOG0025483	OG0045539	-												PON47843.1		PON84272.1		
N1.HOG0025484	OG0045540	-												PON47851.1		PON49073.1		
N1.HOG0025485	OG0045541	-												PON47852.1		PON84277.1		
N1.HOG0025486	OG0045542	-												PON47855.1		PON84283.1		
N1.HOG0025487	OG0045543	-												PON47874.1		PON86484.1		
N1.HOG0025488	OG0045544	-												PON47875.1		PON86483.1		
N1.HOG0025489	OG0045545	-												PON47877.1		PON86481.1		
N1.HOG0025490	OG0045546	-												PON47882.1		PON86477.1		
N1.HOG0025491	OG0045547	-												PON47911.1		PON64547.1		
N1.HOG0025492	OG0045548	-												PON47918.1		PON64540.1		
N1.HOG0025493	OG0045549	-												PON47928.1		PON46726.1		
N1.HOG0025494	OG0045550	-												PON47959.1		PON99912.1		
N1.HOG0025495	OG0045551	-												PON47960.1		PON99911.1		
N1.HOG0025496	OG0045552	-												PON47963.1		PON99908.1		
N1.HOG0025497	OG0045553	-												PON47979.1		PON99891.1		
N1.HOG0025498	OG0045554	-												PON47981.1		PON99890.1		
N1.HOG0025499	OG0045555	-												PON47987.1		PON99886.1		
N1.HOG0025500	OG0045556	-												PON48016.1, PON77814.1				
N1.HOG0025501	OG0045557	-												PON48018.1		PON87433.1		
N1.HOG0025502	OG0045558	-												PON48022.1		PON87430.1		
N1.HOG0025503	OG0045559	-												PON71131.1, PON48024.1				
N1.HOG0025504	OG0045560	-												PON48025.1		PON87427.1		
N1.HOG0025505	OG0045561	-												PON48031.1		PON87425.1		
N1.HOG0025506	OG0045562	-												PON48035.1		PON48993.1		
N1.HOG0025507	OG0045563	-												PON48037.1		PON87421.1		
N1.HOG0025508	OG0045564	-												PON48089.1		PON90078.1		
N1.HOG0025509	OG0045565	-												PON48092.1		PON90083.1		
N1.HOG0025510	OG0045566	-												PON48093.1		PON90085.1		
N1.HOG0025511	OG0045567	-												PON48096.1		PON90088.1		
N1.HOG0025512	OG0045568	-												PON48103.1		PON90095.1		
N1.HOG0025513	OG0045569	-												PON48104.1		PON90096.1		
N1.HOG0025514	OG0045570	-												PON48106.1		PON90099.1		
N1.HOG0025515	OG0045571	-												PON48110.1		PON90102.1		
N1.HOG0025516	OG0045572	-												PON48124.1		PON96128.1		
N1.HOG0025517	OG0045573	-												PON48128.1		PON96132.1		
N1.HOG0025518	OG0045574	-												PON48140.1		PON96144.1		
N1.HOG0025519	OG0045575	-												PON48145.1		PON96148.1		
N1.HOG0025520	OG0045576	-												PON48152.1		PON96154.1		
N1.HOG0025521	OG0045577	-												PON48162.1		PON96163.1		
